"STATION","NAME","DATE","WT01","WT02","WT03","WT08"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-12",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-13",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-14","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-15","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-16","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-17","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-18","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-19","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-20","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-21","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-22",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-23",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-24",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-25",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-26",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-27",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-28",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-29",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-30","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-31","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-01","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-02","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-03","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-04","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-05","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-06","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-07",,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-08",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-09",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-10",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-11",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-12",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-13",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-14",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-15",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-16",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-17","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-18","    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-19","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-20","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-21","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-22","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-23","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-24","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-25","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-26","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-27",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-28",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-29",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-30",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-01",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-02",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-03",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-04",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-05","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-06",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-07",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-08",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-09",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-10",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-11",,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-12","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-13",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-14",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-15",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-16",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-17","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-18",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-19",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-20",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-21",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-22","    1","    1",,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-23","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-24",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-25",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-26",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-27","    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-28","    1",,"    1","    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-29",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-30",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-31",,,,
